0,1,2,3,4,5
10440,-66230,68660,49720,-37910,-18680
10020,-66390,68580,50820,-38210,-18820
12140,-66810,68160,50260,-38850,-18900
11860,-65630,67760,50120,-38850,-19260
12620,-65650,67760,50120,-38850,-20000
11400,-61930,66220,49540,-38950,-20280
10620,-62370,65780,49540,-39270,-18300
10610,-62040,65780,49360,-39410,-18300
10950,-62160,65760,49160,-39410,-18300
13550,-63100,65020,48300,-39470,-18300
14770,-63120,64640,48180,-40170,-18300
14760,-63140,64420,47940,-39500,-18480
14750,-63400,64950,47920,-39560,-18660
15790,-63920,64890,47540,-39560,-18740
15210,-64000,64530,47360,-37740,-19360
15200,-62910,64430,47220,-38040,-19900
14440,-63350,64430,46400,-38640,-17280
15280,-63670,64150,46400,-38880,-17280
14880,-62170,64070,46000,-39280,-17500
14780,-62270,64510,45880,-39400,-17500
16080,-62670,63850,45880,-39620,-17520
18700,-63230,62930,45860,-39760,-18500
18540,-61370,62770,45240,-39900,-19280
21780,-61670,62730,44280,-41000,-20120
21540,-62670,62730,43380,-41240,-17740
20620,-63090,62270,46720,-42220,-18300
19800,-59110,61030,45780,-42700,-18800
19260,-57130,61030,45620,-43240,-19540
19180,-54530,60190,44960,-43780,-20020
21680,-54890,60030,43980,-44760,-20040
21620,-54950,60530,43980,-44760,-20420
20900,-55410,59690,43800,-44840,-18140
20580,-52170,59690,42460,-45240,-19320
20400,-51330,59450,42380,-45480,-19420
20080,-50550,59450,42320,-45560,-19740
19760,-49450,59250,42060,-45820,-19800
19750,-48840,59210,41860,-46020,-19960
19350,-49080,58770,41420,-44340,-20120
18970,-49720,58330,41420,-42880,-20120
21490,-50380,58330,40680,-43060,-21060
21130,-50600,60710,40120,-43640,-21720
20850,-51520,60710,39360,-41320,-22080
20310,-52020,60670,38680,-39180,-22460
21390,-52040,60670,38300,-39400,-22920
21380,-52360,60030,40030,-39820,-23260
21370,-51970,60030,39910,-39960,-23380
20350,-48090,60030,38530,-40340,-24480
20340,-48210,59910,39760,-40780,-25020
19800,-47290,59570,39720,-40780,-25020
19480,-47710,60990,39540,-41080,-25220
19470,-48230,60990,39440,-41980,-23690
19250,-48650,60990,40760,-41980,-24370
19240,-48710,60970,40700,-41830,-24370
18960,-49530,60590,43000,-41830,-25190
18950,-50490,60590,42200,-39740,-25510
18530,-50510,59910,43320,-39740,-25510
18310,-50910,59650,44200,-39740,-25510
17290,-51990,62770,43480,-39880,-25670
17110,-52970,62330,45340,-39960,-25850
16990,-52990,62110,45300,-40180,-25230
16890,-53130,62870,45060,-40460,-25230
16770,-52710,62850,45060,-40460,-25510
15550,-53370,61930,48980,-41020,-26070
15540,-53390,61930,48800,-40470,-26410
15420,-53410,62530,48460,-40470,-26530
14680,-53690,61810,47860,-40890,-23770
14260,-53710,61310,49260,-41010,-24110
13820,-54090,61030,48620,-41330,-22050
14640,-54650,61010,48600,-41550,-22050
14220,-54770,60790,48060,-40250,-22050
14210,-55410,60330,50350,-40830,-22650
16070,-55730,59530,49710,-40830,-22750
15950,-55750,59250,50250,-40950,-22750
15830,-54650,58790,50250,-40950,-23270
15820,-55630,60560,49910,-41170,-23490
15440,-55650,60500,49910,-41170,-23030
18260,-56830,59980,49910,-41350,-23970
18220,-56670,59960,49850,-41390,-23970
18100,-56110,59620,49750,-41390,-23970
17580,-53910,59020,49490,-41650,-24530
17080,-54010,60580,48750,-41870,-24530
16580,-54530,60580,48750,-41950,-23430
15960,-54550,59220,48750,-41950,-21430
15580,-54970,58600,50890,-42310,-21790
15440,-54630,58600,50730,-42350,-21790
16640,-55130,57960,50730,-42370,-21830
18120,-55670,57320,50490,-42430,-21830
18020,-55690,57820,50150,-42470,-21830
18010,-55710,57800,49890,-41940,-22050
18000,-55730,57800,49830,-41750,-22150
18720,-56050,57540,49750,-41810,-22150
18400,-56070,57540,50190,-41910,-22150
18380,-56090,57540,50190,-41930,-22090
18560,-56210,57540,50190,-41990,-22090
18100,-56230,57520,51210,-42510,-22090
17400,-56670,57520,50910,-40910,-22250
17480,-56710,57520,50870,-40910,-22250
17320,-55310,57260,49970,-40990,-22250
17200,-55330,57240,50730,-41210,-22630
16720,-56230,57220,53650,-41830,-23530
16440,-56250,56800,53650,-41830,-22810
15700,-56270,55740,52950,-41830,-20290
14860,-57110,55740,54810,-42010,-20290
14850,-57270,55720,54730,-42010,-20020
15510,-57290,55580,54590,-42190,-20200
15430,-57650,55580,54530,-41370,-20520
15230,-57750,55460,54530,-40950,-20520
14830,-57970,55240,54530,-41230,-19400
14820,-58090,54640,54230,-39600,-20000
15080,-58110,54540,54210,-39720,-20000
15020,-57870,54520,54110,-39720,-20060
15010,-58210,54520,53790,-38870,-20240
14870,-58590,53860,53210,-39490,-17860
14170,-59770,56460,53210,-39570,-18500
14160,-60270,56020,55020,-39870,-19060
16040,-60430,56000,54960,-40590,-19980
15660,-60970,55020,58740,-41930,-20520
17520,-61710,54340,58560,-42190,-20520
16880,-59130,53580,58140,-42390,-21080
16460,-59570,53280,58140,-41230,-21080
17280,-59750,52800,58140,-41390,-21080
17270,-59950,52340,59310,-41390,-21580
16870,-60350,51820,58770,-38910,-22200
16610,-61010,51820,60730,-39690,-22460
15770,-61030,51400,60310,-40410,-20040
15760,-61250,51340,61280,-40910,-20220
15200,-59990,51300,60720,-40910,-20320
16540,-60350,51300,60720,-41450,-20760
16220,-58850,51300,60700,-42010,-21360
19700,-59990,51300,60700,-43250,-22460
18640,-60830,51300,60580,-43250,-20440
19520,-61190,51300,60080,-43270,-20440
18700,-61390,53580,59600,-43610,-20880
20020,-61890,53520,59540,-43770,-21420
20880,-62170,53420,59120,-43830,-21420
20340,-61470,53420,59120,-43990,-21420
20200,-59310,53400,58720,-44730,-22280
20180,-59350,53400,59120,-44830,-22520
19960,-59610,54560,59000,-44830,-23080
19720,-59870,54540,58860,-43930,-23320
19120,-60390,54180,58640,-44330,-21220
20400,-60470,53900,58320,-44510,-21640
20390,-61590,52360,58240,-41380,-22020
20010,-62450,51740,60940,-41860,-22380
20810,-62470,51440,60600,-42000,-22380
20030,-62490,51140,62820,-42580,-22920
20020,-62630,51100,62820,-42580,-22730
20010,-62830,51100,63130,-42620,-22790
20000,-60800,50480,63130,-43240,-23570
19080,-61660,52980,63130,-43580,-23950
18060,-62080,52380,62270,-43820,-20810
19660,-62500,51780,61890,-43820,-21010
18680,-63120,51780,64250,-44560,-21030
17440,-57580,50480,62950,-45980,-21310
17260,-57800,50480,63770,-46360,-21350
17180,-55480,50480,62810,-47320,-21670
17060,-55960,50480,62370,-47720,-20230
18040,-55980,50440,61930,-47860,-20570
17640,-56080,50340,61210,-46480,-20630
17440,-55320,50340,61130,-46800,-20790
16600,-55700,49920,61110,-46820,-19110
16160,-56240,49580,60530,-46980,-17050
15660,-56260,49300,60090,-47180,-15610
14800,-56920,48320,59690,-47180,-12710
15860,-57020,48100,59310,-47220,-13030
15580,-57040,47600,59130,-47220,-12050
15080,-57060,46740,61150,-47360,-12550
15000,-57240,46700,60890,-47360,-11990
14580,-55520,45800,60550,-47360,-12050
13620,-55860,48140,60130,-47360,-12670
12920,-56100,50240,59850,-47360,-13550
12740,-56300,49480,58970,-45220,-13670
12560,-56320,49480,58870,-44920,-13670
11940,-56800,53300,58010,-46480,-13970
11930,-56820,53300,57850,-46290,-13970
11490,-55000,53080,57190,-46430,-14330
11030,-55860,57020,56210,-47230,-15170
10430,-56880,56300,56050,-47710,-12190
10170,-57020,57040,56050,-47710,-12530
9810,-57300,56760,55950,-46390,-12830
9530,-57840,59320,55390,-46950,-13450
9520,-58160,58100,58320,-47690,-14090
9360,-56420,58080,57800,-48210,-14610
12080,-57120,58060,56900,-48510,-15410
11780,-57140,57700,56540,-47110,-15770
11140,-57760,57080,56540,-45130,-15870
10940,-57800,57080,56480,-45330,-15370
10840,-58540,58340,56240,-45410,-15470
10580,-58600,59780,56220,-46370,-15610
10400,-58620,60100,56180,-46450,-15610
9440,-60000,58800,55760,-41370,-16630
9300,-60540,57800,55760,-41850,-14470
9260,-60560,57800,55740,-41750,-14490
12140,-61340,57220,55080,-42150,-14950
11820,-60500,57220,54760,-42250,-15050
11810,-60560,56960,55350,-42450,-15110
13710,-60580,56280,54530,-42450,-15490
13700,-60900,57010,54390,-42710,-15490
13220,-61380,56990,54390,-41670,-15550
13120,-61400,57270,54350,-41670,-15670
13110,-61290,57170,54350,-41670,-15670
12910,-61490,57170,55730,-42390,-15930
12190,-61610,56850,57370,-42390,-16410
12180,-60720,56670,57230,-42810,-16550
12170,-61120,58080,56850,-43250,-16730
12150,-60420,57580,56850,-43430,-16730
11610,-59260,57560,56850,-43970,-16790
11250,-59500,57560,56470,-44350,-15430
10730,-59760,57560,58030,-44930,-15630
10350,-60040,57380,58030,-45110,-14610
9810,-60680,57380,57450,-45110,-12850
9510,-60980,57180,58590,-45110,-13190
9330,-61220,57860,58490,-45110,-13350
8130,-57180,56860,58310,-46190,-13930
10670,-57740,56860,57390,-46490,-14690
10270,-57920,56680,58310,-46550,-14790
13390,-57940,56340,57570,-47490,-15870
14510,-58140,56020,56970,-47490,-15870
14130,-56640,55540,56590,-47610,-16010
13830,-56700,56680,56210,-47610,-16410
13820,-56720,57030,56170,-47650,-16650
13760,-56740,56970,56310,-47650,-16650
13580,-55960,56970,56070,-47650,-17010
13320,-55120,56970,56030,-47990,-17210
12640,-55260,58110,55710,-47990,-17210
12520,-55020,58110,55710,-47990,-17330
12510,-55080,58050,55590,-47540,-17530
12500,-55280,57790,55570,-46850,-17730
12300,-55680,58950,55530,-47190,-17910
13280,-55860,58890,55470,-47370,-18410
12660,-54200,58890,55390,-47990,-18750
12720,-54220,58890,55390,-47990,-18790
12340,-53100,58890,55370,-48610,-18890
21600,-55980,58890,52270,-51790,-18990
21080,-56000,59550,52270,-51790,-19110
20740,-56820,63810,51190,-52910,-20010
20300,-56840,63090,53610,-53790,-20370
20290,-57180,63090,53610,-54150,-19660
19790,-57840,62230,56050,-54150,-20080
19190,-58480,63890,55990,-54150,-20440
19950,-58720,63890,55970,-54390,-20700
19750,-58860,64630,55770,-54390,-20900
19740,-59440,65680,55310,-54390,-20900
19040,-59840,65580,57010,-54390,-21400
18560,-59860,65580,56490,-54390,-20380
18550,-60080,66470,56030,-54390,-20580
18540,-60620,66150,57860,-55030,-20900
18530,-60640,66130,57970,-55090,-20900
18520,-60660,66320,57890,-55090,-20980
17620,-57280,65700,56870,-55210,-21700
17380,-55940,65360,56530,-55630,-21700
17370,-53090,65020,55210,-56610,-21900
18410,-53270,65020,54970,-56610,-22520
22450,-54950,64260,54070,-57310,-22520
22440,-53320,64000,53810,-57730,-23200
22100,-53340,63520,53750,-58210,-21820
22520,-53440,63520,53690,-58370,-21920
22510,-53700,62960,53690,-58370,-21090
22410,-54060,62960,53690,-58370,-20630
21410,-54720,62080,53670,-58770,-17670
23730,-55400,62080,52950,-58770,-18590
23390,-55900,61620,52830,-58770,-17170
23010,-57260,61080,51870,-55190,-17510
22790,-57680,61020,51790,-54190,-17730
22570,-57700,60500,51270,-54270,-16370
22560,-56810,60500,50650,-54310,-16590
22120,-56930,60220,51850,-54670,-16590
22110,-57270,60200,52920,-54910,-17050
22330,-57430,60140,52920,-54910,-17050
22320,-56740,60140,52500,-55170,-17050
21820,-54980,59540,52500,-55350,-17530
21480,-55620,58780,52500,-56150,-14990
20340,-55880,60920,52000,-56390,-14990
20020,-55900,60480,51840,-56810,-13630
19880,-55920,60460,51840,-56610,-13650
19700,-56500,60440,51820,-55570,-13890
23220,-57140,59780,51240,-56390,-14710
23210,-57160,59740,51240,-56300,-14730
23310,-57180,59700,51200,-56300,-14730
23110,-57600,61600,50420,-56300,-15230
25610,-58220,61020,49700,-56300,-15810
25150,-58300,60180,49700,-54920,-15810
26790,-58320,59920,49200,-55280,-16310
26780,-59240,59040,48540,-55360,-13760
26520,-59260,59040,48820,-55360,-13760
26120,-59740,59000,50500,-56000,-13880
26110,-59370,58960,50500,-56240,-13960
26950,-59630,58960,50100,-56420,-13960
26940,-59650,58840,50100,-56090,-14140
26260,-60670,57880,50100,-52390,-15180
26040,-61670,59300,50060,-52390,-15340
26030,-61850,58980,49720,-52430,-14450
25210,-59350,58180,49580,-53070,-14550
24430,-56170,57060,48720,-53450,-14590
26070,-56410,56680,48100,-53490,-14950
25950,-55810,56480,47940,-53610,-14950
25830,-55830,56300,47920,-53610,-14610
25820,-55120,55960,47920,-53970,-14610
28000,-55720,55280,47920,-53970,-15510
28740,-55840,55260,47820,-54070,-15910
28140,-54020,55020,47820,-54330,-16630
28130,-54360,54680,47280,-53060,-16670
28120,-54720,53940,47040,-53300,-15080
28000,-55860,55620,46820,-53400,-15180
26440,-56180,53820,45180,-54480,-8780
25700,-57340,53820,48280,-54780,-9680
25560,-57500,55040,47780,-55200,-9680
24900,-55660,54640,47660,-55200,-10340
24540,-55900,55740,47480,-55520,-10340
24120,-56160,55740,47480,-54480,-10700
23740,-56280,55700,46840,-52220,-11780
23730,-56300,55500,46740,-51370,-12300
23090,-56580,55500,46420,-49610,-12820
22530,-54000,55260,45540,-49610,-13720
23010,-54020,55260,45500,-49670,-14080
23000,-54040,55260,45500,-49750,-13970
22990,-54340,55260,45200,-49140,-13970
22970,-55000,54960,47000,-49960,-13970
22830,-55160,54660,47600,-49960,-13970
22820,-55180,54400,47600,-50140,-13500
22200,-56260,53960,47600,-50960,-10540
21760,-56800,53960,49180,-51360,-10740
26860,-58020,52840,47960,-52100,-11540
27740,-58420,52600,47960,-52200,-11680
28720,-58960,52600,47860,-52200,-12020
28710,-59200,52600,47740,-51830,-12020
28630,-59320,52480,48880,-52530,-12140
28620,-59960,52480,48880,-53050,-10970
28560,-59560,52480,48880,-53110,-11250
27580,-60380,52140,48000,-53330,-8010
27080,-60680,52120,47700,-52210,-8010
27000,-59260,51340,47440,-52210,-8310
25960,-55960,50680,47300,-52390,-9590
25780,-56160,50680,47280,-53130,-8450
25240,-56180,50680,48000,-53130,-8610
25230,-56580,50420,48950,-53210,-8810
25220,-56600,50420,48950,-52760,-9230
25210,-56620,50360,48950,-52350,-9550
24770,-54620,49740,48630,-52390,-10130
26870,-54940,49520,47490,-52390,-10550
26630,-55820,52280,46610,-53150,-10550
26620,-55630,52260,46530,-53230,-10550
26520,-56490,52260,45830,-53230,-8890
25920,-57270,52100,48570,-53830,-9490
27560,-57610,51780,48210,-54070,-9870
28600,-58150,51520,48170,-54270,-9870
29100,-58410,51500,48170,-54490,-9870
30140,-58430,51360,47570,-54630,-10010
29080,-58450,54560,46950,-55270,-10870
28840,-57430,54560,46490,-55430,-11030
28830,-56520,54560,46050,-55810,-11110
28510,-55960,54560,45930,-55810,-11230
28310,-57040,54560,44750,-51930,-12650
27750,-57060,53760,43930,-48850,-13530
27610,-57200,54580,43930,-49390,-13530
28810,-57460,54580,43450,-49410,-13970
28670,-57480,54420,43310,-48950,-13970
28550,-56260,54400,43010,-48950,-14750
28470,-56800,53940,42490,-48950,-13150
28250,-57080,53860,42410,-48290,-13150
27090,-57940,53200,45450,-48650,-13150
27080,-58580,54510,45430,-48650,-13790
28160,-59220,54490,45150,-48650,-13930
27940,-59240,54490,45030,-49030,-13190
29300,-59700,54070,44650,-49030,-13290
30580,-60220,54070,44130,-49090,-13470
30560,-59960,54070,43890,-49090,-13470
29540,-57160,53870,43230,-49090,-14390
29300,-57620,53530,43150,-49170,-13190
29290,-57640,53470,43640,-49570,-13190
29110,-57900,53210,44580,-49810,-13190
29030,-58300,53010,44500,-48650,-13590
29020,-58580,52990,45770,-48990,-14210
29180,-58660,52990,45730,-49030,-14210
29080,-59080,52730,45390,-47570,-14550
30620,-59840,52730,44770,-47730,-14550
30420,-59860,52710,45210,-47730,-14750
30410,-59880,52430,45900,-47990,-14870
31750,-60060,51870,45820,-48510,-14870
32750,-60640,51870,45560,-48590,-14950
34290,-60660,51350,45120,-48590,-15510
34210,-60440,51290,45120,-48590,-15590
33950,-61300,51150,44940,-46650,-16090
33650,-60240,50910,44680,-46650,-16350
33640,-60260,50670,45250,-46650,-16650
35020,-60560,50290,44910,-47010,-16650
34860,-60580,50130,45530,-47170,-16770
34620,-60600,49670,45430,-46350,-16770
35100,-60820,49430,45410,-46350,-16770
37760,-61120,48450,45230,-46390,-17930
36500,-61420,47230,44190,-47450,-13050
36490,-62020,47230,44800,-47450,-13050
36480,-62500,48860,44420,-47870,-13390
36240,-62520,49720,44420,-48110,-13750
35660,-62700,49660,43980,-48190,-12410
34740,-62720,49500,43240,-48570,-10190
34240,-63080,50480,43180,-48570,-10250
34280,-63100,50480,43180,-48570,-10270
34160,-63320,51620,43060,-49030,-10490
34020,-63860,52920,42920,-49510,-10490
40920,-64740,51580,41400,-51170,-11990
40540,-64820,51560,41280,-51250,-11310
40530,-64940,53070,40820,-51370,-12110
40520,-64960,53340,40820,-51430,-12290
40340,-63220,52360,40820,-52010,-12290
40330,-63300,52280,40820,-52050,-12080
39730,-63320,51640,40800,-52050,-10800
39720,-62810,51620,40500,-52230,-10800
39000,-63630,51340,40320,-52510,-8520
38600,-64090,50720,40320,-51030,-8520
38000,-64710,50280,40240,-49070,-8740
37620,-64730,50280,40240,-49410,-8000
37240,-64830,49500,40240,-48030,-8120
36980,-65550,51980,39920,-48970,-8360
36620,-65710,51800,40640,-48990,-8360
36610,-66030,51800,41390,-49130,-8640
35830,-66910,51800,44270,-49970,-9020
36070,-67090,51740,44270,-49970,-9020
37570,-67310,51420,43530,-50190,-9020
37370,-66450,51360,43030,-50190,-9120
37250,-66330,51360,43030,-50190,-9120
37090,-66930,51020,44570,-50190,-9560
38090,-67210,50840,44570,-50190,-10100
37510,-67710,50220,44170,-50190,-8000
38430,-67790,50220,44010,-50410,-8460
37810,-69050,50200,43970,-48070,-8860
36930,-69290,49680,43850,-48390,-6780
36390,-69930,48860,46650,-48390,-7580
35430,-70170,48040,45810,-48390,-4720
34090,-64990,47220,44850,-49210,-5960
33690,-63930,47220,44550,-49210,-6320
34450,-63950,47120,44430,-49430,-6620
34440,-64530,48450,44430,-49570,-7220
34220,-64950,47630,46350,-49850,-7400
34120,-65310,47350,47330,-49850,-7640
34110,-64140,47010,46590,-49930,-7640
33530,-62800,46830,46590,-50190,-7960
33330,-62820,46830,47010,-50390,-7960
37410,-64020,46110,46430,-50970,-8960
36770,-64440,45910,46410,-49690,-8960
36350,-64460,45070,46410,-49830,-7540
35770,-64800,44630,48510,-49830,-8280
36670,-64900,44250,48490,-49850,-8660
36250,-65220,44250,48470,-49850,-7900
36240,-65240,46320,47890,-50210,-9000
35880,-65820,44780,51650,-50530,-9960
35700,-65160,44780,51370,-50570,-10120
37300,-65680,44740,50930,-50630,-10660
36240,-61740,44140,50790,-51530,-11900
36140,-62500,43320,49970,-51530,-9400
36880,-62720,43300,49970,-51890,-9540
36140,-63660,43280,48890,-52730,-5920
36130,-63840,43770,48750,-52890,-5920
34790,-65040,43090,47530,-48210,-6160
34780,-65280,42870,47470,-47440,-6400
36240,-65700,42430,47430,-47720,-6680
36100,-65720,42930,47270,-47900,-6680
38760,-65740,42530,47210,-49040,-7720
38750,-65880,43140,46870,-49040,-7840
38190,-65900,43140,47670,-49260,-7840
38180,-65920,43000,47530,-48950,-7840
37620,-66760,42980,47490,-48990,-6340
38700,-67320,42740,47210,-48990,-6340
37980,-67760,42380,46970,-49230,-4340
40100,-67780,41740,46510,-49270,-5300
40090,-68020,41520,46150,-48400,-5340
39750,-65840,41100,45070,-48740,-5340
41250,-66080,41080,44510,-49120,-5640
40510,-66100,40920,43910,-49660,-3580
40010,-66480,43280,43530,-50160,-4180
40000,-67580,42600,43350,-51240,-1130
40720,-67600,42440,42930,-51360,-1130
40280,-68580,46360,42290,-52060,-2290
42700,-68600,45780,42290,-53060,-3110
42540,-68400,45760,42290,-53080,-3110
42360,-68760,45760,41790,-51600,-3550
43080,-68960,45720,41790,-51820,-3810
42940,-69280,45100,41770,-51900,-2630
42160,-66800,44780,41530,-52800,-2870
41980,-66020,44760,41070,-52800,-2990
41760,-66040,44760,41990,-53280,-3190
41480,-66400,44740,41330,-53300,-1850
43460,-66920,44420,41150,-53820,-2290
43220,-67520,44000,43170,-54340,-2530
42560,-67540,43340,45810,-54980,-3190
42550,-66510,43260,45810,-55360,-3750
42540,-66550,43080,46660,-55360,-4370
40720,-67450,42080,46220,-55360,-210
39960,-67510,42080,46220,-53820,-930
41580,-67530,41840,45680,-54560,-1010
40780,-68370,41120,45660,-54820,1630
40340,-69070,40540,48340,-55780,1630
40180,-69490,40520,48940,-55780,1630
40170,-68600,40140,48780,-55940,1450
40160,-68720,40000,48780,-55940,1720
39760,-68980,39600,48480,-56460,3600
39620,-69000,39600,48180,-56000,3600
39180,-69220,39600,48040,-56240,4640
38520,-69360,38100,47400,-51960,3300
40240,-69560,37620,47280,-52540,2960
39700,-70100,37140,47060,-52560,4760
39480,-70340,37860,47060,-52560,4500
38860,-71080,37340,50080,-53700,4500
37340,-72440,35780,48860,-54340,10800
37330,-72920,35200,50370,-54560,10580
39270,-73720,34820,50270,-54560,9920
38930,-73900,34820,51090,-54860,9920
38410,-74780,34540,50750,-52840,9920
38250,-74800,34540,50490,-52840,10360
38070,-73520,34080,50410,-52920,9880
37710,-73860,33720,51470,-52920,9880
37700,-73880,33600,51330,-52920,10170
37690,-74060,34130,50990,-52920,10170
36690,-74860,34130,53590,-53380,9830
36590,-74880,33990,53850,-53380,9830
36430,-75320,33990,53850,-52640,9690
36290,-75560,33790,53850,-52060,9690
37390,-76060,33450,53830,-52180,9570
35810,-77500,33450,58390,-53720,9570
35630,-77720,33450,58370,-53960,10230
35350,-76740,33130,57990,-53960,10230
35610,-76840,33130,57990,-54040,10150
34970,-76860,32450,57670,-52040,9810
36290,-76940,31990,57090,-52040,9610
38970,-77620,31510,56650,-52480,8970
39750,-77900,31510,56630,-52720,8730
39610,-77980,31910,56590,-52760,8630
39090,-78420,31350,58870,-53080,8190
38550,-75900,30470,58790,-53520,7610
41910,-76500,29770,57930,-54120,7010
41830,-76520,29690,57930,-54160,7230
43730,-77440,28970,57910,-54280,7110
43670,-77520,28850,57910,-54300,7390
44290,-77800,28810,57610,-54300,7390
44770,-77820,28690,57610,-54640,7390
44760,-76930,28410,57610,-54940,7090
44180,-77330,28330,57610,-55520,8730
44170,-76200,27830,57510,-55900,8590
43670,-76700,29910,56810,-56280,8590
43660,-77260,29350,56350,-56880,10780
44160,-77280,29350,56050,-57040,10760
44150,-77640,28650,55170,-57580,13250
43670,-78960,33070,55170,-58920,11970
43390,-78260,33070,55170,-59240,11870
44870,-78340,32310,55150,-59820,11830
44790,-77100,31930,54910,-60360,11830
44780,-77200,31930,54910,-60820,12400
44770,-77800,31170,56780,-60860,11940
44760,-79040,30810,56540,-58690,11620
44750,-79260,30470,56540,-58990,12490
44740,-79460,30450,57250,-59470,12490
43960,-75660,29810,56070,-59470,11290
43520,-76240,29290,55750,-59470,13150
43420,-76340,29190,55750,-59070,13050
45820,-77080,28370,55710,-59870,13050
45810,-77100,28230,55670,-60010,13400
45670,-76800,28210,55630,-60010,13300
45660,-74870,28130,55230,-60210,12060
47800,-75010,27350,54770,-60330,11420
47680,-75410,26730,54110,-61010,13900
47440,-75730,25530,53910,-61690,16540
49020,-76110,25530,53330,-62310,16540
48980,-76130,25590,53330,-62310,16540
48940,-76210,25590,53330,-62310,16660
48480,-76410,26530,53330,-62350,16420
47580,-73590,26270,52950,-63390,16180
47480,-73610,26590,52930,-63550,16160
46600,-73690,28270,52790,-64130,16160
46220,-74130,27770,52350,-64410,18200
46210,-74060,27770,52330,-64410,18160
45910,-74080,27770,52310,-63970,18060
45830,-74160,27750,52310,-64470,18740
45810,-74180,27730,52510,-64470,18600
47430,-75040,27710,52410,-64630,18120
47420,-75140,28340,52410,-65050,18020
47140,-75420,28340,53370,-65050,17620
49080,-75720,27620,53010,-65050,17060
48620,-76300,27460,52850,-63450,16820
48360,-76400,28740,52730,-63690,16260
48120,-75280,28460,52730,-64050,16020
48110,-75300,29250,52450,-64230,15720
48030,-75720,28690,53810,-64310,15500
47890,-75880,28690,53490,-63650,15460
47880,-73070,27870,52670,-64190,14840
47260,-73310,27710,52310,-62290,14320
47160,-73430,27590,52750,-62290,14220
47150,-72860,27390,52750,-62290,13860
46910,-72940,27050,52370,-62290,14900
46900,-73820,28960,52370,-62970,14560
46100,-73840,28260,51550,-63130,17060
46360,-73860,28200,51530,-63290,17060
45860,-74660,27440,51530,-60490,16320
45660,-74680,26180,54850,-61310,15300
45360,-73280,25860,54170,-61350,15240
44940,-73600,27480,54170,-61830,14840
45040,-73620,27460,54170,-61890,14840
45030,-73960,27400,53710,-61890,15710
45990,-74100,27360,53510,-62310,15550
47190,-74400,27320,53110,-62470,15250
47180,-73950,27200,53110,-62610,15070
46720,-74250,28000,53110,-62610,15030
47740,-74330,27820,52670,-62930,15030
47020,-74530,27820,54410,-62930,14210
47010,-73740,27820,54130,-63210,13990
47000,-73860,27820,54820,-63550,13770
47740,-73880,27820,54820,-63990,13490
47520,-72760,27720,54400,-64230,13350
46500,-72780,27720,53520,-65190,16230
47740,-73080,27400,53520,-65810,16230
47660,-73160,27300,54000,-65970,16170
47360,-73180,27280,54000,-66010,16550
46620,-73200,29780,53180,-66830,16450
45420,-73220,28460,52880,-63230,15690
45240,-73880,30680,52500,-63770,15230
45080,-73680,30680,52460,-63770,15230
44960,-74140,30220,52140,-63770,16590
46600,-74380,29840,52020,-64090,16010
46590,-74400,29720,52490,-64130,15730
46470,-74660,29700,53710,-64190,14970
46070,-74680,29280,54790,-64430,14970
46570,-74700,29000,54770,-64610,14970
45890,-75160,29000,54770,-62790,14290
47130,-75180,28940,54310,-63090,13890
46950,-75420,28800,55150,-63330,13850
46810,-75640,28320,56550,-63550,13510
46570,-75920,28320,57510,-63650,13170
47550,-76320,28320,57470,-64090,13070
46750,-74620,28300,56590,-64090,13070
46250,-75320,30920,55930,-64850,13070
46240,-75440,30760,56960,-65270,12750
45680,-74180,30660,56740,-65530,12630
45520,-73400,30480,56540,-65610,12470
45760,-73500,30460,56540,-65630,12370
45440,-73960,31640,56340,-65830,12370
45240,-74060,31620,56340,-65830,12690
45230,-74080,31600,56590,-65890,12550
44750,-72800,31600,56570,-66350,12230
44740,-73020,31600,56570,-66120,12230
44730,-73240,31180,57680,-66120,11770
45730,-73260,30940,57680,-66360,11270
45720,-73280,30920,57680,-66310,11270
45710,-71590,30880,57060,-67250,11190
46550,-71610,30880,56640,-67410,10950
46540,-71750,31210,56640,-67450,10810
46280,-70210,30930,56320,-68130,10810
46080,-70230,30790,56880,-68330,10810
45740,-70590,30790,58140,-68590,10510
45600,-70750,30370,58000,-68590,11370
48200,-71290,30290,57500,-69110,10410
48190,-71950,29750,57500,-69650,12160
47790,-71210,29750,57480,-69790,11980
47780,-70920,29750,57400,-69790,11780
47500,-71200,29510,57400,-69790,12580
47140,-71220,28490,60060,-70250,11780
46440,-72560,28170,59200,-70310,15060
50680,-73020,26850,59200,-71670,13960
50300,-73520,26530,60460,-71670,13900
49620,-74100,26230,62660,-72310,13900
49610,-74280,26780,62540,-72430,13780
49150,-74500,26060,65260,-73050,13080
51710,-76020,25780,65260,-73750,13020
50970,-76580,25360,65260,-74310,15300
50650,-76720,25040,65040,-74690,16680
52090,-77020,24660,64680,-74890,16480
52080,-74550,24660,64180,-76050,15680
51860,-74730,24660,64180,-75430,15460
50840,-74750,24460,66480,-76450,15420
50620,-75450,23860,69640,-77090,14420
50400,-75730,23160,69640,-75890,14420
49480,-75810,23060,69640,-75890,15520
48780,-76510,23000,69300,-75890,17320
48420,-76530,22640,68920,-74770,17320
49200,-76750,22640,68640,-74830,17100
48860,-76090,22540,68420,-74830,17100
48100,-76110,21940,67820,-72350,16600
